"actor_id","actor_bio","actor_chName","actor_foreName","actor_nationality","actor_constellation","actor_birthPlace","actor_birthDay","actor_repWorks","actor_achiem","actor_brokerage"
"3631","胡自雄的艺名是胡瓜；性别是男；出生日期是1959年6月4日；籍贯是台湾苗栗；祖籍是江苏宜兴；星座是双子座；血型是O型；身高是170cm；体重是68kg；嗜好是运动、麻将、与家人出国同游。编辑摘要","胡自雄","None","中国","双子座","台湾苗栗","None","None","None","None"
"3632","尤代·乔普拉，1973年3月5日出生于印度，职业是演员。主要作品有《Dhoom 3》。编辑摘要","尤代·乔普拉","None","None","None","None","1973年","Dhoom 3","None","None"
"3633","沙鲁克汗，男，出生于1965年11月2日。偶像影星，主要作品有《好运理发师》《天生一对》等等。编辑摘要","沙鲁克汗","SHAHRUKH KHAN","印度","None","新德里, 印度","1965年11月2日","好运理发师》《天生一对","None","None"
"3634","莎法莉·什提，生于1972年7月，印度著名的电视和电影演员。2007年获东京国际电影节最佳女主角奖。编辑摘要","莎法莉·什提","None","印度","None","None","None","None","None","None"
"3635","阿均·兰帕尔（Arjun Rampal），生于1972年11月26日。是印度宝莱坞电影演员，同时也是模特、制片人、电视主持人。2001年，从模特界转战电影界，出演他的宝莱坞处女作《爱与浪漫》。2008年《摇滚起来！！》获得了巨大的商业成功，阿俊的表现也让他得到了多个奖项。编辑摘要","阿均·兰帕尔","Arjun Rampal","印度","None","None","1972年11月","爱与浪漫","None","None"
"3636","刘艺，1971年2月15日出生于北京，辽艺女配音中数一数二的反串高手，解放军艺术学院表演系毕业，军艺演员。原沈阳军区政治部话剧团演员，现在是沈阳军区电视艺术中心职员，曾经多次参与辽宁人民艺术剧院的配音工作，从1986年至今已经成为国内比较著名的配音演员之一。瓦塔诺因她而有了生命，《魔神英雄》因她而世代流传。编辑摘要","刘艺","None","中国","None","吉林省吉林市","None","魔神英雄》，《龙珠","None","None"
"3637","阿米莎·帕泰拉于1976年6月9日出生于印度孟买，祖父是一名著名的律师，父母则都是演员，阿米莎·帕泰拉天生丽质，还在上学的时候就被评为校花，大学时她赴美国在马萨诸塞州的图富特大学获经济学学士学位，她还自由就开始学习传统的印度舞蹈，并且会说四种印度方言。编辑摘要","阿米莎·帕泰拉","None","None","None","印度孟买","1976年6月9日","None","None","None"
"3638","朱剑平，男，汉族，中共党员，出生于1953年8月，大学文化，军旅书法家，朱熹后裔，原任中国将军书画研究院副院长，现任中国将军书画艺术研究院院长，中国雷锋文化促进会艺术顾问，中国雷锋文化基金会顾问，中国书画家协会理事，中国书画艺术家协会名誉主席，厦门美协会员。编辑摘要","朱剑平","None","中国","None","None","1953年8月","None","None","None"
"3639","亚伯特·芬尼（Albert Finney, Jr.，1936年5月19日－）是一位英国演员，曾经5度入围奥斯卡奖。他在早期于舞台剧演出时，曾经被称为“第2位劳伦斯·奥立佛”。编辑摘要","亚伯特·芬","Albert Finney, Jr","英国","None","None","None","None","None","None"
"3640","郭玉红（1976年6月-），女，汉族，研究学历，中共党员、中国民主同盟盟员，河北省歌舞剧院国家一级演员，河北省著名女高音歌唱家。现任中华全国青年联合会委员，河北省政治协商会议委员，河北省青年联合会常委，河北省职业艺术学院兼职教授等职。编辑摘要","郭玉红","None","中国","None","None","1976年","None","None","None"
"3641","徐虾，是一名影视导演、演员、编剧、武术指导，其代表作品有《南北狮王》、《新碧血剑》、《广东靓仔玉》等。1987年第6届香港电影金像奖获得最佳动作设计(提名)。编辑摘要","徐虾","Hsia Hsu","中国","None","None","None","新碧血剑","None","None"
"3642","廖丽玲（Liu Lai-Ling），生于1962年，80年代香港邵氏电影著名女星，外号“猫眼女郎”，娇小玲珑，活泼可爱。曾在狄龙版《大旗英雄传》扮演水灵光、汪禹版《鹿鼎记》扮演建宁公主。她演绎的建宁公主尤为生动传神，堪称经典。24岁时选择激流勇退，在洛杉矶定居，并创建了一家发型设计室，又开了一家西餐厅和婚纱店，在美国商业大舞台上尽情“挥洒”。目前她已将生意转向，专门做房地产开发。编辑摘要","廖丽玲","Liu Lai-Ling","中国","None","None","1962年","None","None","None"
"3643","庐敦，中国著名演员、导演，香港第三届金紫荆终身成就奖获得者，代表作品有《烽火故乡》（执导、编剧）、《此恨绵绵无绝期》（指导并饰演赵寿山）、《羊城恨史》（指导）等。编辑摘要","庐敦","None","中国香港","None","广东江门","None","九王夺位，","None","None"
"3644","台五，1872年出生，山东大鼓艺人，诸城人。编辑摘要","台五","None","中国","None","None","1872年","None","None","None"
"3645","朱剑琴，1961年毕业于湖南医学院医疗系。曾任中国人民政治协商会议娄底市第二、三届委员会委员。编辑摘要","朱剑琴","None","None","None","None","None","None","None","None"
"3646","Holly Hunter（霍莉·亨特），美国演员，于1958年3月20日出生于美国佐治亚州的康耶斯，1993年，她凭借《钢琴别恋》中的出色表演勇夺戛纳国际电影节和奥斯卡金像奖双料影后。编辑摘要","霍莉·亨特","None","美国","None","佐治亚州","1958年3月20日","None","None","None"
"3647","罗宾·托尼(Robin Tunney)，女，美国人，1972年出生，美国芝加哥人，演员，代表作有《法律与秩序》、《越狱》等。在1997年凭借电影《尼亚加拉》获得第54届威尼斯国际电影节最佳女主角，是受百姓欢迎的艺人之一。编辑摘要","Robin Tunney","None","美国","None","伊利诺伊州,芝加哥","None","None","None","None"
"3648","姚建明，男，中国人民大学商学院副教授，研究生导师，管理学博士，清华大学经济管理学院博士后。编辑摘要","姚建明","None","中国","None","None","None","None","None","None"
"3649","刘司昌（Liu Si Chang，1928年—1994年），中国著名山东快书表演艺术家，曲艺作家。编辑摘要","刘司昌","None","中国","None","None","1928年","None","None","None"
"3650","曾参加山西电视台与北京冠华世纪广告有限公司联合制作的《超级少年》活动，荣获超级少年称号并获得周冠军，曾荣获大连电视台《欢乐满天星》年度总冠军。2003年7月——报名参加全国新人大赛并入十佳，2003年8月——被邀请参加广电新华书店纪念周年文艺演出，2003年9月——被邀请参加沃尔玛秋季服装展览会，2003年10月——出演了25集电视连续剧《真的不想您》。和魏靖坤、侯高俊杰、开克尔曼尼一起为小F4成员。编辑摘要","张鑫名","None","中国","None","None","1998年8月26日","None","None","None"
"3651","张丹，女，1983年5月生，毕业于中央戏剧学院，影视演员。编辑摘要","张丹","None","中国","None","None","1983年5月","None","None","None"
"3652","安盛基于1952年1月1日出生，韩国电影演员。编辑摘要","安盛基","None","None","None","None","None","None","None","None"
"3653","都琴峰是韩国元老演员，韩国六七十年代银幕上的性感明星，09年6月3日日在首尔一家医院去世，享年79年。编辑摘要","都琴峰","None","韩国","处女座","韩国","None","春子的爱情故事》、《妙厨三姐妹》、《裙裾之风》、《麻浦的黄财主》、《怪侠一枝梅","None","None"
"3654","维多利亚·嘉丝蒂，演员，歌手，1993年出生于美国。她因主演《Victorious》（译：胜利之歌）中的Tori Vega和《Zoey 101》（译：住校日记）中的Lola Martinez而被世人所熟知。维多利亚·嘉丝蒂在校期间一直都是全优生，在她11岁的时候（2003年），全家为了让她更方便的拍摄电影电视，全家从佛罗里达州搬到了洛杉矶。而在2005年，她在洛杉矶著名Magnet演艺学校参加了的音乐剧的试镜，并正式加入演艺圈。维多利亚·嘉丝蒂之前做过模特接拍过大量的电视广告。她是一名混血儿，她的母亲是波多黎各后裔而父亲有爱尔兰的血统，有英、德混血。维多利亚·嘉丝蒂的代表作品有《Mary》、《Unknown》和《The First Time》等。编辑摘要","维多利亚·嘉丝蒂","Victoria Justice","美国","双鱼座","佛罗里达州","None","柔伊101：春天假期》胜利之歌，住校生日记","None","None"
"3655","比尔·科斯比（英文名Bill cosby）美国演员，出生于费城的一个工人区，获得过哲学博士学位并积极参加黑人社团的活动。早年他在夜总会以演滑稽独脚戏开始艺术生涯，从海军复员后，他返回费城，得到一项体育奖学金后进入坦普尔大学，科斯比在三年级时离开坦普尔大学，投身喜剧演员的事业。 2014年12月15日，一名前花花公子女郎向媒体透露说，比尔·科斯比曾经下药强奸她。2016年5月，就比尔·科斯比性侵前大学雇员Andrea Constand的案件，控方已掌握足够证据，并宣布案件将进入下一个司法阶段。2018年4月，比尔·考斯比被判性侵罪。编辑摘要","比尔·科斯比","Bill cosby","美国","None","美国费城","1937年7月12日","胖子阿尔伯特》《三个臭匠》《天才老爹发神威","连续三年获得艾美奖 12届马克·吐温美国幽默大奖","None"
"3656","欧子欣，出生于1973年2月7日，香港影视演员，曾与王贤志、张熙杰主持TVB节目获2000TVB台庆非戏剧组最佳搭档提名，主要作品有《碧血剑》、《赤足惊魂》、《爱情传真》等。编辑摘要","欧子欣","None","中国","None","None","1973年2月7日","None","None","None"
"3657","吴恩琪，女，著名歌手。编辑摘要","吴恩琪","NIKI","中国","None","台北","None","None","None","None"
"3658","张格琳，女，儿歌演员，现就读河南省济源市东园小学。从4岁开始就参加各种文艺演出活动，曾参加过中央电视台《音乐快递》、文化部中国儿童音乐学会唱响明天，舞动未来，2012阳光花朵中国少年儿童艺术节全国总决赛；文化部第六届和谐春晚·全国青少年才艺电视展演；参加河南电视台都市频道第三季《百年童声》少儿电视歌手大赛和祝福祖国河南省济源市爱国歌曲电视大奖赛，均取得优异的成绩。她在参加河南省济源《欢乐周末》节目中，被评为欢乐之星；被西南地区抗旱救灾中心授予爱心小天使荣誉称号。编辑摘要","张格琳","None","中国","None","河南省济源市","None","好一座王屋山》、《我爱爸爸妈妈》、《我的世界》、《童年","央视《音乐快递》优秀达人奖等","None"
"3659","刘宇，毕业于上海戏剧学院表演系，2011年在中央八套热播剧《皇粮胡同19号》中饰演机智勇敢的警察宋来福，与扮演他上司的刘金山有大量对手戏，迷雾重重，悬念迭起的剧情扣人心弦，在剧中侦破每个案件都有一种如释重负的感觉，与刘金山老师演对手戏学习到很多。编辑摘要","刘宇","None","中国","None","None","None","None","None","None"
"3660","王文娟，女，浙江绍剧团国家二级演员，工花旦。在多部大戏中担纲主要角色。编辑摘要","王文娟","None","中国","None","None","None","None","None","None"
"3661","魏薇,2002年12月获山东省明日之星少儿形象大使选拔赛“形象之星”后至2010年参加了多次才艺类大赛，均有获奖，例2010年2月，荣获“梦想中国”全国艺术人才教育成果展全国总决赛，情景歌舞金奖等，并参加《老师要结婚》等十几部儿童剧的拍摄，并得到好评。现任济南电视台少儿频道小记者；《成长喷嚏》栏目主持人；尚格传媒AAA级童星艺员。编辑摘要","魏薇","None","中国","None","None","None","None","None","None"
"3662","邢月芳，是一名越剧演员，别名邢水金，1920年1月31日出生于浙江省嵊县长乐太平乡。中国民主同盟盟员，曾任上海市虹口区第四、五、六届人民代表，代表作品有《杨五郎削发》、《投军别窑》、《玉蜻蜓》等。编辑摘要","邢月芳","None","中国","水瓶座","浙江省嵊县长乐太平乡","None","杨五郎削发》；《投军别窑》；《玉蜻蜓》；《恒娘》；《寒流》；《白毛女》等。","None","None"
"3663","吉世光，39岁，黑龙江省齐齐哈尔人，13年前抢劫袭警后潜逃，化名“张国锋”，成为演员，“横漂”在横店影视城，13年后被警方缉拿归案。吉世光称，那晚他拿着刀挟持了杨琳的妻子。1998年12月6日晚，齐齐哈尔市公安局铁锋分局刑警杨琳和妻子在街上行走，被四名歹徒跟上实施抢劫。在潜逃的几年内，犯罪嫌疑人吉世光先后在《潜伏》、《东方红1949》、在《神医大道公》、《武则天秘史》、《唐宫美人天下》等电影、电视剧中扮演多个配角角色。2011年12月7日，追捕组根据知情人提供的线索，在浙江金华市发现吉世光的踪迹：有一个男子操东北口音，也会说浙江话，他的相貌、年龄、体貌特征和吉世光极为相似。编辑摘要","吉世光","None","中国","None","None","None","None","None","None"
"3664","曾晓夏出生于广东文化世家，当代青年女演员、模特。因甜美的外形、迷人的笑容酷似林志玲而被人称为“小林志玲”；以最甜美笑脸打动人心，是东方国韵公益品牌形象大使，主演多部公益系列电影《金瓯》、《东方的微笑》、《灵犬奇缘》、《恩重如山》等。编辑摘要","曾晓夏","None","中国","None","None","None","金瓯》、《东方的微笑","None","None"
"3665","郑伟，2000年12月18日出生于北京，中国内地男演员。2007年，因参演《笑着活下去》而涉足演艺圈。2009年，郑伟在《新三国》饰演了小孙权；2010年，在民国剧《新一剪梅》中饰演小正扬，后凭借《幸福最晴天》中逐渐走进观众视野；2011年在电视剧《星际精灵蓝多多》中饰演蔡小豆 ；2012年，郑伟主演《自古英雄出少年》，饰演陈家栋；同年，出演室内情景剧《外星小子哆布哆》，主演钮寇。2015年参演电视剧《武神赵子龙》，饰演刘协；同年与牛莉、张国强主演电视剧《麻辣芳邻》，饰演杨过。2016年主演电影《百鸟朝凤》上映。2017年主演电影《暴雪将至》。2017年参演东方魔幻巨制《九州·海上牧云记》。编辑摘要","郑伟","Kevin·Z","中国","射手座","北京","2000年12月18日","星际精灵蓝多多》、《十二生肖传奇","None","None"
"3666","郑楚一是中国演员,出演多部话剧电视剧的拍摄。编辑摘要","郑楚一","None","中国","None","山东","1981年8月","牛虻》；《结婚十年》；《龙票》等","None","None"
"3667","张国强，1956年11月28日出生，退役香港甲组足球联赛足球运动员、香港男演员。他有一般男性少有的稳重与活力及独特的演艺气质。以演技著称，形象宜忠宜奸，很多观众对其在97版天龙八部饰演的奸狠慕容复一角印象深刻。演出过的电视剧集及电影，多不胜数。此外，亦曾担任多个大型节目司仪，是一位不可多得的艺人。编辑摘要","张国强","None","中国","射手座","香港","1956年11月28日","None","None","香港无线电视台（TVB）"
"3668","仙风道骨编辑摘要","赵麒","None","中国","None","None","None","None","None","None"
"3669","须永庆是一名日本演员。编辑摘要","须永庆","None","日本","None","东京都东京府","1943年","None","None","None"
"3670","黄尚禾（Shang-Ho Huang，1983年10月1日－），出生于台湾省台北市的中国台湾影视男演员，毕业于台湾大学戏剧系，并取得了美国哥伦比亚大学表演研究生学位。2013年，出演个人首部电影《你的今天和我的明天》，并凭借该片入围第15届台北电影节最佳新人奖和最佳男演员奖，从而正式进入演艺圈。2014年，主演爱情动作电影《迦太基茉莉》。2015年，其主演的同性爱情电影《醉·生梦死》上映。2016年参演的电影《天黑请闭眼》获得第52届台湾电视金钟奖戏剧节目男配角奖提名，同年担任戴佩妮《贼》MV的男主角；同年，在革命历史电影《建军大业》中饰演王文翰 。2017年，其出演的剧情电影《抢红》上映。编辑摘要","黄尚禾","Shang-Ho Huang","中国","天秤座","台湾省台北市","1983年10月1日","None","None","None"
"3671","李亦捷，一个1992年出生的台湾姑娘，她是张作骥导演指导的电影《当爱来的时候》的女主角，年仅17岁的她用精湛的演技和敬业的精神征服了所有人。编辑摘要","李亦捷","None","中国","None","台湾","1992年9月11日","当爱来的时候","None","None"
"3672","傅颖（Theresa Fu，1984年9月20日——）女，出生于香港，歌手、演员，是香港女子组合Cookies成员之一。2001年傅颖经模特儿公司Talent Bang Model Agency推荐加入香港百代唱片。2002年开始以歌手身份正式出道并加入香港女子组合Cookies。2007年成功转型为日本少女造型，此事推动了香港嫩模届的发展，傅颖虽是歌手，却被誉为“嫩模始祖”。2009年1月14日出席在香港钻石山荷里活广场举行的“PM第七届乐坛颁奖礼”，傅颖获得“PM 2008年度感性人气女歌手”奖。编辑摘要","傅颖","Theresa Fu","中国","天秤座","东莞市","None","4楼b座》、《校墓处》、《三分钟先生","None","None"
"3673","张明明，1979年10月5日出生于上海，毕业于北京电影学院表演系，中国演员。2002年与周星驰相识后，参与其导演的电影《少林足球》、《功夫》。2005年主演电视剧《功夫状元》，饰演魏师爷。2011年凭借电视剧《百万新娘之爱无悔》中饰演黄崇明被观众所熟知。2011年5月参演电视剧《千金》，在剧中张明明，此次也没逃过“悲剧”的命运。2014-2015年凭借古装魔幻剧《封神英雄榜》、《封神英雄榜2》中的申公豹以及古装神话剧《剑侠》中的蝎子精角色获得一致好评。2015年《金玉瑶》央视八套热播，张明明饰演的张书恒获得了业内外的一致认可。2016年主演网络剧《爵迹天团》。编辑摘要","张明明","None","中国","天秤座","上海","1979年10月5日","金玉瑶》、《封神英雄榜》、《剑侠》、《百万新娘之爱无悔","主演《金玉瑶》或大众认可","None"
"3674","潘钇安，女，浙江人，毕业于北京电影学院，是一名演员。出演过电影《彼端》（又名《爱在云端》）、《谁偷了我的菜》。2015年11月30日，潘钇安出演的电影《蜜丝炸弹》定档2016年4月1日上映。编辑摘要","潘钇安","None","中国","射手座","None","None","None","None","None"
"3675","北京中影龙腾国际影视传媒公司是在其幕后实业集团整合上市的需求下成立的以艺人经纪、唱片制作推广、影视、节目制作发行、品牌策划、无线增值为主的综合性专业文化传媒企业。2001年立足于北京。编辑摘要","北京中影龙腾国际影视文化传媒中心","None","None","None","None","None","None","None","None"
"3676","伊娜，1990年08月26日出生于山东淄博，毕业于上海戏剧学院，中国内地女演员。曾出演过《湘江北去》，《爱情公寓2》以及微电影《城市映像之旁边的陌生人》。编辑摘要","伊娜","None","中国","None","山东省淄博市","None","湘江北去》、《城市映像之旁边的陌生人","None","None"
"3677","楚萱，女，于1981年12月13日在中国词是，是一位著名的女演员。编辑摘要","楚萱","None","中国","射手座","None","None","None","None","None"
"3678","韩石奎毕业于东国大学，是被公认为是最佳明星之一，有著作《我们的乐园》、《诱惑》等编辑摘要","韩石奎","None","中国","None","None","None","None","None","None"
"3679","孔庆元,男，1996版《水浒传》中的解珍。编辑摘要","孔庆元","None","中国","None","None","None","水浒传","None","None"
"3680","红楼玉女是吴培民导演，俞步涛、张玮等主演的作品，于2004年上映。编辑摘要","红楼玉女","None","None","None","None","None","None","None","None"
"3681","琼·芳登（JoanFontaine），1917年生于日本东京，演员。1940年凭《蝴蝶梦》首次获奥斯卡提名。1941年《深闺疑云》再次获奥斯卡提名，并最终如愿捧走了小金人。1943年《TheConstantNymph》一片再次获奥斯卡提名，成为名声远远越过姐姐的好莱坞女星。演艺生涯中拍摄了较多优秀影片：《秋恋》、《亲爱的你怎能》、《40克拉》、《深闺疑云》等。琼·芳登更擅于扮演拘谨、羞涩、多疑的女性角色，她从影三十年内，基本上都是塑造这一类形象。2013年12月15日，琼·芳登在位于美国加利福尼亚州的家中安然去世，享年96岁。编辑摘要","琼·芳登","JoanFontaine","美国","None","日本东京","None","深闺疑云》、《蝴蝶梦","None","None"
"3682","于震宇，1982年出生，辽宁沈阳人，毕业于辽宁本山艺术学院，是著名喜剧表演艺术家赵本山的助理。曾在多个剧目中参与表演，如《老兵》、《收获的季节》、《乡村爱情交响曲》、《乡村爱情变奏曲》等。在电视剧《乡村爱情交响曲》饰演小保安，《乡村爱情变奏曲》饰演警察，《收获的季节》饰演孙向阳，在《老兵》中首次出演主角饰演张向北。编辑摘要","于震宇","None","中国","金牛座","辽宁沈阳","None","老兵》、《收获的季节》《乡村爱情交响曲》、《乡村爱情变奏曲","None","本山传媒"
"3683","和涵，女，模特，1992年8月15日出生于北京。编辑摘要","子涵","Claire","中国","狮子座","北京","1992年8月15日","None","None","None"
"3684","埃斯特尔·帕森斯，女，美国人，曾获奥斯卡最佳女配角。代表作品：《 百老汇：下一个时代》。编辑摘要","埃斯特尔·帕森斯","Estelle Parso","美国","天蝎座","美国,马萨诸塞州,马布尔","None","百老汇：下一个时代","None","None"
"3685","曹秋菊，女，海南省文昌县重兴镇养成村人。琼剧优秀青年演员。编辑摘要","曹秋菊","None","中国","None","None","None","None","None","None"
"3686","宣翊庭，影视演员，毕业于湖北省艺术学院表演系，本科学士学位，影视作品《高考万花筒》《白色毒网》《万年飘香》，曾代言过韩国隆鼻贴广告。编辑摘要","宣杨","None","中国","None","None","None","None","None","None"
"3687","杜俞霖，女，中国内地女艺人，参演多部电影、电视剧，在电视剧中崭露头角，之后参演过多部古装戏和青春偶像剧的拍摄。曾参加过多届各种选美大赛中获奖。编辑摘要","杜俞霖","None","中国","None","None","1991年","None","None","None"
"3688","崔文斗，歌手，籍贯为中国北京，毕业于北京建筑工程大学，解小东经纪人，北舞堂文化传播公司副总经理，代表作品有“让泪化作相思雨”、“夏天的晚上”。编辑摘要","崔文斗","None","中国","None","None","None","None","写给三十岁以后的自己","None"
"3689","西尔维·泰斯图德（Sylvie Testud），是法国著名影星，曾获凯撒影后桂冠。编辑摘要","西尔维·泰斯图德","Sylvie Testud","法国","None","里昂","None","None","None","None"
"3690","王陈怡娴，2002年6月11日出生于台湾省台北市，中国内地女演员，现居住地浙江温州。2012年客串出演个人首部电视剧《日出江南》从而正式出道 。2016年，因饰演《舞法天女朵法拉》中傲娇会长陈美瑰一角而被大众所熟知；同年参演电视剧《幸福在一起》。2017年参演电视剧《我们的少年时代》、《奇星记》。编辑摘要","王陈怡娴","lori","中国","None","台北","2002年6月11日","我们的少年时代》、《奇星记","None","None"
"3691","田牧宸（Tim），原名田振崴，1983年9月24日出生于辽宁省葫芦岛市，中国内地影视男演员，毕业于北京电影学院表演系。编辑摘要","田牧宸","Tim","中国","天秤座","辽宁省葫芦岛市","1983年9月24日","古剑奇谭、急诊室故事、宫锁心玉、我叫苗金花","获最佳新锐男演员奖提名","None"
"3692","于仕尧，女，1982.11.30在 黑龙江出生。编辑摘要","于仕尧","None","中国","None","黑龙江","None","阳光","None","None"
"3693","童星颖颖（王渝颖）生日2001年6月4日。内地著名童星，一个活泼可爱的小女孩（现是学生），代表作：爱的生呼吸、爱的世界等。经纪公司：美亚娱乐现在杭州台州生活。编辑摘要","颖颖","None","中国","双子座","None","None","爱的生呼吸","None","None"
"3694","王渝颖。内地著名童星，一个活泼可爱的小女孩（现是学生），代表作：爱的生呼吸、爱的世界等。经纪公司：美亚娱乐。现在浙江台州生活。2012年被评为国际童星。活泼开朗的她在2012年已经接了10几部新剧了，在2012年12月25日也将带着新专辑进军歌坛。截至2012年，王渝颖共推出了7首单曲，并参与拍摄《爱的生呼吸》《爱的世界》等15部影视作品。2012年“第十届中国国际儿童电影节”荣获“年度最具人气童星”“北京市花形象大使”等诸多荣誉。王渝颖凭借其超高的人气和才能被誉为“中国童星”。编辑摘要","王渝颖","None","中国","None","None","None","爱的生呼吸","None","None"
"3695","文彩元（朝鲜语：문채원，1986年11月13日－），韩国女演员，名字常被音译为文彩媛。曾参演过《公主的男人》、《最终兵器：弓》、《风之画员》等多部韩国电影、电视剧。荣获过2011KBS演技大赏最优秀女主角奖、第48届大钟奖女子最佳新人奖和第32届青龙奖女子最佳新人奖等奖项。2012年，主演电视剧《善良的男人》，蝉联KBS演技大赏女子部门最优秀演技奖；2013年，首次挑战医学剧《Good doctor》；2014年，与高洙拍摄优酷出品微电影《恋慕》。2015年，主演爱情片《今天的恋爱》和《那天的氛围》。2016年，3月主演爱情剧《Goodbye Mr.Black》。2017年，7月主演悬疑剧《犯罪心理》。  编辑摘要","文彩元","Moon Chae Wo","韩国","天蝎座","韩国大邱广域市","1986年11月13日","公主的男人》《善良的男人","2008年SBS演技大赏新星奖奖 2011年48届大钟奖女子最佳新人奖 2011年32届青龙奖女子最佳新人奖","None"
"3696","赵熙奉是戏剧、音乐剧演员出身，在韩国影视圈是一个相当有个性黄金配角，赵熙奉在2003年通过《单身贵族》登上大屏幕，代表作为2004年愚人节推出的《最后一只狼》。在电视剧方面，有2006年KBS2的《再见武器》等。编辑摘要","赵熙奉","None","韩国","None","None","1971年8月23日","None","None","None"
"3697","彭艺博，2006年3月8日出生于北京，中国内地男演员。2011年，彭艺博参演了第一部电视剧《刀出鞘》。2012年，彭艺博参演了电视剧《恋爱33天》；同年，参演了电视剧《火线三兄弟》。2013年，彭艺博参演了电视剧《油菜花香》；同年，参演了电视剧《宝贝儿回家》。2014年，彭艺博参演了电视剧《勇敢的心》。2015年，彭艺博参演了电视剧《酷爸俏妈》。2016年9月，参演情景喜剧《家有儿女初长成》。编辑摘要","彭艺博","None","中国","双鱼座","北京","2006年3月8日","勇敢的心》、《酷爸俏妈》、《家有儿女初长成","None","None"
"3698","仁木启介生日于1900年01月01，是一名日本导演、演员。其代表作品有《另一面KARA》等。编辑摘要","仁木启介","None","日本","None","None","None","另一面KARA","None","None"
"3699","吴亚馨（Maggie Wu），1983年10月8日出生于台湾省，中国台湾影视女演员、主持人、模特。2003年，吴亚馨以广告模特身份出道演艺圈。2006年，吴亚馨出演了个人的首部影视剧《星苹果乐园》。2009年，吴亚馨主演了爱情剧《敲敲爱上你》。2011年，吴亚馨出演了都市剧《单数绝配》。2012年，吴亚馨出演了偶像剧《姐姐立正向前走》；同年，吴亚馨因卷入李宗瑞事件而暂别演艺圈。2013年，吴亚馨复出并出演了电影《失控的美学》。2014年，吴亚馨主演了热血剧《一代新兵之八极少年》。2015年，吴亚馨主演了喜剧短片《珊迪不迟到》。  编辑摘要","吴亚馨","Maggie Wu","中国","天秤座","台湾省","1983年10月8日","敲敲爱上你、海派甜心、姐姐立正向前走","None","齐创国际娱乐"
"3700","尹卓林，总政歌舞团国家一级演员，中国曲艺家协会会员、相声大师马季的关门弟子。出生在哈尔滨的一个文艺世家，1974年，15岁半的卓林入伍，成为武汉军区空军文工团的一名专业文艺工作者，正式开始了人生中的艺术生涯。他是总政歌舞团历史上唯一一个专业相声演员，也是马季极为疼爱的关门弟子。在部队文工团服务33年的他，被誉为播撒欢乐的“军中笑星”。编辑摘要","尹卓林","None","中国","None","哈尔滨","None","常言说》；《总也追不上》；《新兵老兵》等","None","None"
"3701","田丽丽是2010湖北小姐选拔大赛选手其中之一。编辑摘要","田丽丽","None","中国","None","None","None","None","None","None"
"3702","吴美宏女，汉族，出生在湖北，血型是O型，职业是演员，模特。是2010年湖北小姐百强选手。由湖北电视台、楚天都市报、美女频道、嘉颐文化联合主办的首届湖北小姐大赛最后一场地面晋级赛于2010年8月7日在汉口新华诺福特大饭店宴会厅圆满落幕，24名选手通过激烈地比赛，最终挺进百强行列，与前几场比赛及第一生活封面女郎选拔中脱颖而出的86位佳丽一起闪耀湖北美游世界。编辑摘要","吴美宏","None","中国","None","湖北","None","None","None","None"
"3703","陶樾是2010湖北小姐大赛百强选手。编辑摘要","陶樾","None","中国","None","湖北省","None","None","None","None"
"3704","高嘉，演员，曾经拍摄过电影《太行山上》。编辑摘要","高嘉","None","中国","None","None","None","None","None","None"
"3705","玛利亚·娜芙普利都（Maria Nafpliotou）出生于雅典，自幼喜爱舞蹈，很小的时候就表现出舞蹈天分。 她在希腊专业舞蹈学校学习舞蹈，还曾经获得奖学金前往原苏联列宁格勒国家舞蹈学院进修。她是希腊成功的舞蹈家、戏剧演员、电影和电视演员，受到观众以及文艺界的好评。编辑摘要","玛利亚·娜芙普利都","Maria Nafpliotou","希腊","None","雅典","None","None","None","None"
"3706","长冢京三是一个演员，生于1945年7月6日。编辑摘要","长冢京三","None","日本","None","None","1945年7月","None","None","None"
"3707","加利·艾尔维斯，男，1962年10月26日生于英国伦敦，是一名英国演员。他童年的大部分时光在西班牙度过，很早就向往演戏生涯。中学毕业后赴纽约读大学，并拜师研习表演，同时参加舞台剧演出。1984年回到故乡伦敦，同年出演银幕处女作《同窗之爱》，1987年以《公主新娘》跃升为主角，在片中饰演一名农家少年，并以其独特的魅力树立了英俊爽朗的银幕形象。因其饰演《电锯惊魂》中的高登医生，而获得影迷的喜爱。编辑摘要","加利·艾尔维斯","Cary Elwe","英国","天蝎座","伦敦","1962年10月26日","同窗之爱》、《公主新娘》、《电锯惊魂》等","None","None"
"3708","啜妮（nina），昵称妮儿、妮子，出生于1990年5月30日，毕业于北京电影学院表演系2008级本科，北电12级表演在读硕士。2016年参演《北京人在北京》。编辑摘要","啜妮","None","中国","双子座","None","1990年5月30日","None","None","None"
